inv_id,product_name,category,restock_date,expiry_date,days_to_expiry,shelf_life_days,qty_in,qty_sold,qty_damaged,qty_adjusted,qty_remaining,unit_price_ngn,total_revenue_ngn,store_city,storage_temp,demand_forecast,seasonality,holiday_promo,weather_condition,restock_count,weekly_sales_rate,sell_through_rate,wastage_rate,shelf_utilisation,purchase_frequency,total_units_sold_all,expiry_risk,sales_velocity,customer_preference,slow_mover,kaggle_store_id,kaggle_product_id,kaggle_region,data_source
INV057925,Fanta Crate 24,Beverages,2023-08-03,2023-08-17,0.0,14,130,2,0.0,0.0,128,10617,21234,Uyo,Cool,-0.15,Summer,1,Rainy,20,1.0,0.0154,0.0,1.0,0.0,0.0,Expired,Slow,Low,No,S002,P0005,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV020128,Golden Penny Macaroni 500g,Pasta & Noodles,2022-07-21,2023-01-17,0.0,180,63,23,0.0,-1.0,39,558,12834,Aba,Ambient,19.51,Summer,1,Cloudy,11,0.8944,0.3651,0.0,1.0,0.0,0.0,Expired,Slow,Low,No,S002,P0008,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV065475,Groundnut Oil 5L,Condiments & Seasonings,2023-10-17,2024-10-16,0.0,365,130,107,0.0,2.0,25,9755,1043785,Benin City,Ambient,244.99,Spring,1,Cloudy,21,2.0521,0.8231,0.0,1.0,0.0,0.0,Low,Moderate,High,No,S004,P0015,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV048753,Bleach 1L,Household Essentials,2023-05-03,2024-05-02,0.0,365,130,60,2.0,0.0,68,1630,97800,Owerri,Ambient,193.22,Winter,1,Rainy,7,1.1507,0.4615,0.0154,1.0,570.0,3130.0,High,Moderate,High,No,S003,P0013,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV025143,Nescafe Classic 100g,Beverages,2022-09-09,2023-03-08,0.0,180,130,61,0.0,1.0,70,4767,290787,Ilorin,Cool,218.96,Summer,0,Snowy,11,2.3722,0.4692,0.0,1.0,0.0,0.0,Expired,Moderate,Medium,No,S003,P0003,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV062854,Mosquito Coil 10pk,Household Essentials,2023-09-21,2024-09-20,0.0,365,130,82,3.0,-2.0,43,1111,91102,Jos,Ambient,321.76,Spring,0,Rainy,2,1.5726,0.6308,0.0231,1.0,0.0,0.0,Medium,Moderate,Medium,No,S003,P0014,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV061729,Pampers Small 36pk,Baby & Infant,2023-09-10,2024-09-09,0.0,365,130,12,1.0,0.0,117,14027,168324,Owerri,Ambient,16.29,Summer,1,Sunny,4,0.2301,0.0923,0.0077,1.0,581.0,3167.0,Expired,Slow,Medium,Yes,S002,P0009,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV061771,Baby Rash Cream 60g,Baby & Infant,2023-09-10,2024-09-09,0.0,365,130,89,1.0,-2.0,38,2809,250001,Owerri,Ambient,126.91,Summer,1,Cloudy,16,1.7068,0.6846,0.0077,1.0,0.0,0.0,Medium,Moderate,Medium,No,S004,P0011,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV027976,Gillette Razor 5pk,Personal Care,2022-10-07,2023-10-07,0.0,365,130,62,2.0,0.0,66,2187,135594,Jos,Ambient,154.32,Summer,0,Cloudy,15,1.189,0.4769,0.0154,1.0,0.0,0.0,High,Moderate,Medium,No,S004,P0016,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV028280,Gripe Water 150ml,Baby & Infant,2022-10-10,2023-10-10,0.0,365,130,118,2.0,-2.0,8,2580,304440,Uyo,Ambient,430.18,Autumn,0,Snowy,7,2.263,0.9077,0.0154,1.0,0.0,0.0,Low,Moderate,High,No,S004,P0020,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV049374,Aptamil 400g,Baby & Infant,2023-05-09,2024-05-08,0.0,365,130,13,3.0,0.0,114,16540,215020,Lagos,Ambient,37.54,Summer,1,Rainy,17,0.2493,0.1,0.0231,1.0,0.0,0.0,High,Slow,Low,Yes,S004,P0014,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV045615,NAN Optipro 400g,Baby & Infant,2023-04-02,2024-04-01,0.0,365,130,43,0.0,0.0,87,14588,627284,Benin City,Ambient,61.35,Spring,0,Rainy,21,0.8247,0.3308,0.0,1.0,542.0,2953.0,Medium,Fast,Medium,No,S001,P0015,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV023516,Cabin Biscuits 200g,Snacks & Confectionery,2022-08-24,2022-11-22,0.0,90,86,44,0.0,0.0,42,683,30052,Kano,Ambient,60.26,Summer,0,Rainy,11,3.4222,0.5116,0.0,1.0,0.0,0.0,Expired,Moderate,Medium,No,S001,P0016,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV029453,7UP Crate 24,Beverages,2022-10-22,2022-11-05,0.0,14,130,24,0.0,-1.0,105,10751,258024,Owerri,Cool,65.08,Spring,1,Rainy,6,12.0,0.1846,0.0,1.0,0.0,0.0,Expired,Slow,Low,No,S003,P0013,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV035725,Carrots 1kg,Fresh & Perishable,2022-12-24,2023-01-07,0.0,14,130,114,0.0,0.0,16,919,104766,Lagos,Refrigerated,320.14,Spring,1,Cloudy,10,57.0,0.8769,0.0,1.0,0.0,0.0,Expired,Fast,Medium,No,S002,P0005,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV009331,Bleach 1L,Household Essentials,2022-04-04,2023-04-04,0.0,365,130,75,0.0,-1.0,54,1553,116475,Port Harcourt,Ambient,186.97,Autumn,0,Snowy,19,1.4384,0.5769,0.0,1.0,570.0,3130.0,Medium,Moderate,High,No,S002,P0011,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV072124,Palm Oil 2L,Cooking Oils & Fats,2023-12-23,2024-06-20,0.0,180,130,83,1.0,0.0,46,3388,281204,Enugu,Ambient,174.95,Winter,0,Rainy,21,3.2278,0.6385,0.0077,1.0,593.0,3376.0,Expired,Fast,High,No,S002,P0004,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV036880,Indomie Noodles 70g,Snacks & Confectionery,2023-01-04,2023-03-05,0.0,60,130,27,0.0,0.0,103,197,5319,Abuja,Ambient,61.04,Summer,0,Sunny,9,3.15,0.2077,0.0,1.0,533.0,2895.0,Expired,Slow,High,No,S004,P0020,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV012609,Golden Morn 500g,Pasta & Noodles,2022-05-07,2022-08-05,0.0,90,130,120,1.0,2.0,11,1123,134760,Abuja,Ambient,448.51,Autumn,0,Rainy,14,9.3333,0.9231,0.0077,1.0,0.0,0.0,Expired,Fast,High,No,S001,P0009,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV060260,Candles 10pk,Household Essentials,2023-08-26,2024-08-25,0.0,365,59,30,0.0,0.0,29,790,23700,Kaduna,Ambient,20.96,Winter,0,Cloudy,24,0.5753,0.5085,0.0,1.0,0.0,0.0,Medium,Slow,Low,Yes,S003,P0020,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV063496,Gala Sausage Roll,Snacks & Confectionery,2023-09-27,2023-10-11,0.0,14,130,72,0.0,1.0,56,402,28944,Kano,Ambient,224.61,Winter,1,Sunny,11,36.0,0.5538,0.0,1.0,570.0,3084.0,Expired,Moderate,High,No,S005,P0016,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043289,Mosquito Coil 10pk,Household Essentials,2023-03-09,2024-03-08,0.0,365,130,72,5.0,-2.0,51,924,66528,Owerri,Ambient,127.56,Summer,0,Cloudy,10,1.3808,0.5538,0.0385,1.0,0.0,0.0,Low,Moderate,High,Yes,S005,P0009,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV071840,Gripe Water 150ml,Baby & Infant,2023-12-20,2024-12-19,0.0,365,130,35,1.0,1.0,95,2051,71785,Jos,Ambient,104.39,Autumn,0,Snowy,12,0.6712,0.2692,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0020,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV018464,Harpic Toilet Cleaner,Personal Care,2022-07-04,2024-07-03,0.0,730,130,6,0.0,-1.0,123,2287,13722,Lagos,Ambient,34.6,Spring,1,Cloudy,13,0.0575,0.0462,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S004,P0004,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV072107,Dettol Antiseptic 500ml,Personal Care,2023-12-23,2025-12-22,220.0,730,130,49,1.0,2.0,82,3191,156359,Port Harcourt,Ambient,197.27,Winter,0,Rainy,17,0.4699,0.3769,0.0077,0.6986,557.0,2956.0,Low,Slow,High,No,S001,P0007,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV023437,SMA Gold 400g,Baby & Infant,2022-08-23,2023-08-23,0.0,365,130,89,0.0,0.0,41,15826,1408514,Ibadan,Ambient,221.9,Spring,1,Cloudy,7,1.7068,0.6846,0.0,1.0,0.0,0.0,Medium,Moderate,High,No,S002,P0017,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV037476,Digestive Biscuits 200g,Snacks & Confectionery,2023-01-10,2023-04-10,0.0,90,106,102,0.0,0.0,4,770,78540,Owerri,Ambient,114.46,Winter,1,Cloudy,17,7.9333,0.9623,0.0,1.0,0.0,0.0,Expired,Fast,Low,No,S004,P0016,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV026133,Dettol Antiseptic 500ml,Personal Care,2022-09-19,2024-09-18,0.0,730,130,69,1.0,2.0,62,3831,264339,Benin City,Ambient,108.78,Summer,0,Sunny,3,0.6616,0.5308,0.0077,1.0,557.0,2956.0,Medium,Slow,High,No,S002,P0013,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV010255,Golden Penny Spaghetti 500g,Pasta & Noodles,2022-04-13,2022-10-10,0.0,180,130,5,2.0,0.0,123,591,2955,Port Harcourt,Ambient,20.77,Spring,1,Sunny,4,0.1944,0.0385,0.0154,1.0,555.0,2860.0,Expired,Slow,High,Yes,S003,P0015,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV060508,Lux Soap 6pk,Personal Care,2023-08-29,2024-08-28,0.0,365,130,96,1.0,0.0,33,1994,191424,Enugu,Ambient,213.86,Spring,0,Rainy,10,1.8411,0.7385,0.0077,1.0,0.0,0.0,Medium,Moderate,High,No,S001,P0008,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV049948,Nivea Body Lotion 400ml,Personal Care,2023-05-15,2025-05-14,0.0,730,130,24,0.0,-1.0,105,3592,86208,Ibadan,Ambient,52.55,Autumn,1,Cloudy,23,0.2301,0.1846,0.0,1.0,0.0,0.0,Medium,Fast,Low,Yes,S003,P0008,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV009827,Okra 500g,Fresh & Perishable,2022-04-09,2022-04-16,0.0,7,130,90,1.0,0.0,39,759,68310,Ilorin,Refrigerated,118.03,Winter,1,Cloudy,4,90.0,0.6923,0.0077,1.0,0.0,0.0,Expired,Fast,Medium,No,S002,P0007,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV057087,Tuna in Brine 185g,Canned & Packaged Foods,2023-07-25,2025-07-24,69.0,730,130,23,0.0,0.0,107,2403,55269,Kaduna,Ambient,31.95,Autumn,1,Cloudy,23,0.2205,0.1769,0.0,0.9055,0.0,0.0,Low,Slow,Low,Yes,S005,P0007,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV009545,Gino Tomatoes 400g,Canned & Packaged Foods,2022-04-06,2024-04-05,0.0,730,130,19,0.0,2.0,113,922,17518,Enugu,Ambient,59.7,Winter,0,Sunny,22,0.1822,0.1462,0.0,1.0,552.0,2963.0,High,Slow,High,Yes,S003,P0005,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV066357,Kitchen Towel 6 rolls,Household Essentials,2023-10-26,2024-10-25,0.0,365,119,81,0.0,0.0,38,2690,217890,Benin City,Ambient,71.51,Winter,1,Snowy,2,1.5534,0.6807,0.0,1.0,0.0,0.0,Medium,Moderate,Medium,No,S003,P0017,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV011763,Chocolate Bar 100g,Snacks & Confectionery,2022-04-28,2022-07-27,0.0,90,130,97,1.0,-2.0,30,811,78667,Uyo,Ambient,146.82,Winter,1,Rainy,22,7.5444,0.7462,0.0077,1.0,0.0,0.0,Expired,Fast,High,No,S004,P0003,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV032541,Coca-Cola Crate 24,Beverages,2022-11-22,2022-12-06,0.0,14,114,65,1.0,0.0,48,11844,769860,Port Harcourt,Cool,84.91,Summer,0,Cloudy,13,32.5,0.5702,0.0088,1.0,526.0,2780.0,Expired,Moderate,High,No,S003,P0001,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV012631,Cocoa Powder 250g,Canned & Packaged Foods,2022-05-07,2023-05-07,0.0,365,130,91,3.0,0.0,36,2508,228228,Ilorin,Ambient,261.69,Winter,1,Cloudy,24,1.7452,0.7,0.0231,1.0,0.0,0.0,Medium,Moderate,High,No,S002,P0011,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV020511,Groundnuts Roasted 500g,Snacks & Confectionery,2022-07-25,2022-10-23,0.0,90,60,23,0.0,0.0,37,631,14513,Benin City,Ambient,25.38,Summer,1,Sunny,16,1.7889,0.3833,0.0,1.0,0.0,0.0,Expired,Moderate,Low,No,S001,P0011,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV001825,Bleach 1L,Household Essentials,2022-01-19,2023-01-19,0.0,365,113,97,0.0,0.0,16,1472,142784,Benin City,Ambient,91.57,Autumn,0,Sunny,7,1.8603,0.8584,0.0,1.0,570.0,3130.0,High,Slow,Low,No,S002,P0005,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV069785,Huggies Medium 32pk,Baby & Infant,2023-11-29,2024-11-28,0.0,365,130,76,0.0,0.0,54,14024,1065824,Uyo,Ambient,168.07,Spring,1,Snowy,23,1.4575,0.5846,0.0,1.0,533.0,2766.0,Medium,Moderate,High,No,S005,P0005,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV039930,Air Freshener 300ml,Household Essentials,2023-02-04,2025-02-03,0.0,730,130,53,0.0,-1.0,76,3791,200923,Ilorin,Ambient,184.99,Spring,1,Sunny,19,0.5082,0.4077,0.0,1.0,0.0,0.0,High,Slow,Medium,No,S002,P0010,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV056869,Popcorn Caramel 150g,Snacks & Confectionery,2023-07-23,2023-09-06,0.0,45,130,77,1.0,0.0,52,773,59521,Abuja,Ambient,220.39,Summer,1,Sunny,12,11.9778,0.5923,0.0077,1.0,0.0,0.0,Expired,Moderate,Medium,No,S004,P0009,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV019462,Ariel Detergent 1kg,Personal Care,2022-07-14,2023-07-14,0.0,365,130,126,1.0,1.0,4,2728,343728,Owerri,Ambient,436.75,Spring,1,Sunny,17,2.4164,0.9692,0.0077,1.0,0.0,0.0,Low,Fast,High,No,S004,P0002,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV066694,Bournvita 400g,Beverages,2023-10-29,2024-01-27,0.0,90,130,93,0.0,0.0,38,2903,269979,Abuja,Cool,286.87,Spring,0,Cloudy,4,7.2333,0.7154,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S005,P0014,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV067723,Popcorn Caramel 150g,Snacks & Confectionery,2023-11-09,2023-12-24,0.0,45,130,115,2.0,0.0,13,864,99360,Abuja,Ambient,292.18,Winter,1,Sunny,24,17.8889,0.8846,0.0154,1.0,0.0,0.0,Expired,Fast,High,No,S002,P0003,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV018894,Bournvita 400g,Beverages,2022-07-08,2022-10-06,0.0,90,130,9,0.0,0.0,121,3310,29790,Kano,Cool,21.86,Summer,0,Sunny,5,0.7,0.0692,0.0,1.0,0.0,0.0,Expired,Slow,Low,Yes,S005,P0014,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV007679,Iodised Salt 1kg,Condiments & Seasonings,2022-03-18,2024-03-17,0.0,730,69,40,0.0,0.0,29,256,10240,Benin City,Ambient,53.69,Spring,1,Cloudy,9,0.3836,0.5797,0.0,1.0,0.0,0.0,Medium,Slow,Low,No,S004,P0019,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV070503,Shea Butter 250g,Cooking Oils & Fats,2023-12-07,2024-12-06,0.0,365,130,24,0.0,0.0,106,4324,103776,Aba,Ambient,97.2,Winter,0,Snowy,7,0.4603,0.1846,0.0,1.0,0.0,0.0,Low,Slow,Medium,Yes,S001,P0003,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV055550,Ariel Detergent 1kg,Personal Care,2023-07-10,2024-07-09,0.0,365,130,63,0.0,0.0,67,2278,143514,Benin City,Ambient,148.56,Summer,0,Cloudy,4,1.2082,0.4846,0.0,1.0,0.0,0.0,High,Moderate,Medium,No,S003,P0010,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV022978,Washing Up Liquid 750ml,Household Essentials,2022-08-18,2023-08-18,0.0,365,66,44,1.0,0.0,21,2123,93412,Benin City,Ambient,62.89,Autumn,1,Snowy,21,0.8438,0.6667,0.0152,1.0,0.0,0.0,Medium,Slow,Medium,No,S004,P0018,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV009190,Shea Butter 250g,Cooking Oils & Fats,2022-04-02,2023-04-02,0.0,365,130,3,3.0,0.0,124,4154,12462,Abuja,Ambient,-0.65,Autumn,1,Rainy,7,0.0575,0.0231,0.0231,1.0,0.0,0.0,High,Slow,Low,Yes,S005,P0010,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV051495,Popcorn Caramel 150g,Snacks & Confectionery,2023-05-30,2023-07-14,0.0,45,98,44,2.0,0.0,52,955,42020,Warri,Ambient,48.53,Autumn,1,Snowy,20,6.8444,0.449,0.0204,1.0,0.0,0.0,Expired,Moderate,Low,No,S005,P0015,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV026683,Nivea Body Lotion 400ml,Personal Care,2022-09-24,2024-09-23,0.0,730,130,53,1.0,-2.0,74,4635,245655,Kaduna,Ambient,145.5,Spring,1,Rainy,24,0.5082,0.4077,0.0077,1.0,0.0,0.0,High,Slow,High,No,S005,P0003,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043605,Dangote Spaghetti 500g,Pasta & Noodles,2023-03-13,2023-09-09,0.0,180,130,38,0.0,0.0,92,717,27246,Enugu,Ambient,129.78,Spring,1,Rainy,16,1.4778,0.2923,0.0,1.0,0.0,0.0,Expired,Slow,Low,No,S001,P0005,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV061748,Cerelac Wheat 400g,Baby & Infant,2023-09-10,2024-03-08,0.0,180,130,5,1.0,1.0,125,6133,30665,Aba,Ambient,17.06,Summer,1,Cloudy,8,0.1944,0.0385,0.0077,1.0,555.0,2921.0,Low,Fast,High,No,S003,P0008,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV037301,Aptamil 400g,Baby & Infant,2023-01-09,2024-01-09,0.0,365,66,46,1.0,-2.0,17,16227,746442,Benin City,Ambient,38.73,Winter,0,Snowy,8,0.8822,0.697,0.0152,1.0,0.0,0.0,Medium,Slow,Low,No,S001,P0001,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV006492,Vermicelli 200g,Pasta & Noodles,2022-03-06,2022-09-02,0.0,180,130,27,2.0,0.0,101,527,14229,Jos,Ambient,78.34,Winter,0,Rainy,19,1.05,0.2077,0.0154,1.0,0.0,0.0,Expired,Slow,Low,No,S005,P0012,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV056909,Honeywell Spaghetti 500g,Pasta & Noodles,2023-07-24,2024-01-20,0.0,180,130,64,1.0,0.0,65,702,44928,Abuja,Ambient,185.8,Summer,0,Cloudy,19,2.4889,0.4923,0.0077,1.0,0.0,0.0,Expired,Moderate,Medium,No,S001,P0009,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV013578,Noodles Family Pack 5pk,Pasta & Noodles,2022-05-16,2022-07-15,0.0,60,130,32,1.0,0.0,97,803,25696,Kano,Ambient,79.03,Summer,1,Cloudy,10,3.7333,0.2462,0.0077,1.0,0.0,0.0,Expired,Slow,Low,No,S004,P0018,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV014370,Bournvita 400g,Beverages,2022-05-24,2022-08-22,0.0,90,130,120,0.0,0.0,10,3354,402480,Onitsha,Cool,310.99,Winter,1,Snowy,7,9.3333,0.9231,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S004,P0010,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV048524,Sponge 3pk,Household Essentials,2023-05-01,2023-07-30,0.0,90,130,89,0.0,0.0,41,634,56426,Warri,Ambient,332.12,Winter,1,Snowy,2,6.9222,0.6846,0.0,1.0,0.0,0.0,Expired,Fast,Medium,No,S002,P0004,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV044177,Wheat Flour 5kg,Grains & Cereals,2023-03-18,2023-07-16,0.0,120,65,58,5.0,0.0,2,4336,251488,Uyo,Ambient,66.97,Winter,0,Snowy,14,3.3833,0.8923,0.0769,1.0,603.0,3119.0,Expired,Fast,High,No,S004,P0017,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV064883,Dustbin Bags 50pk,Household Essentials,2023-10-11,2024-10-10,0.0,365,130,101,1.0,1.0,29,1442,145642,Enugu,Ambient,314.65,Summer,1,Cloudy,17,1.937,0.7769,0.0077,1.0,0.0,0.0,Medium,Moderate,High,No,S005,P0003,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV058732,Teething Gel 15g,Baby & Infant,2023-08-11,2024-08-10,0.0,365,119,59,0.0,0.0,60,2615,154285,Kaduna,Ambient,69.81,Autumn,0,Snowy,5,1.1315,0.4958,0.0,1.0,0.0,0.0,High,Moderate,Medium,No,S002,P0012,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV068857,Sponge 3pk,Household Essentials,2023-11-20,2024-02-18,0.0,90,130,69,1.0,0.0,60,791,54579,Ibadan,Ambient,218.2,Summer,0,Snowy,13,5.3667,0.5308,0.0077,1.0,0.0,0.0,Expired,Moderate,Medium,No,S003,P0017,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV067758,Tissue Paper 12 rolls,Household Essentials,2023-11-09,2024-11-08,0.0,365,130,16,2.0,0.0,112,3572,57152,Ilorin,Ambient,40.54,Spring,0,Sunny,15,0.3068,0.1231,0.0154,1.0,539.0,2783.0,High,Slow,High,Yes,S003,P0018,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV056609,Bleach 1L,Household Essentials,2023-07-21,2024-07-20,0.0,365,130,61,2.0,0.0,67,1321,80581,Abuja,Ambient,72.05,Spring,0,Rainy,17,1.1699,0.4692,0.0154,1.0,570.0,3130.0,High,Moderate,High,No,S001,P0009,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV030283,Garlic Head,Fresh & Perishable,2022-10-30,2022-11-13,0.0,14,130,126,0.0,0.0,4,215,27090,Jos,Refrigerated,346.26,Autumn,1,Snowy,7,63.0,0.9692,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S005,P0003,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV013115,Baby Wipes 80pk,Baby & Infant,2022-05-12,2023-05-12,0.0,365,130,24,0.0,0.0,106,3240,77760,Enugu,Ambient,83.33,Winter,1,Sunny,17,0.4603,0.1846,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S001,P0015,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV054562,Insect Spray 300ml,Household Essentials,2023-06-30,2024-06-29,0.0,365,130,115,2.0,0.0,13,3495,401925,Enugu,Ambient,191.42,Spring,1,Sunny,22,2.2055,0.8846,0.0154,1.0,0.0,0.0,Low,Moderate,High,No,S004,P0002,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV021993,Hollandia Yoghurt 1L,Beverages,2022-08-08,2022-08-15,0.0,7,130,9,1.0,0.0,120,2442,21978,Warri,Cool,25.15,Summer,1,Sunny,21,9.0,0.0692,0.0077,1.0,556.0,3086.0,Expired,Slow,High,No,S005,P0013,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV035528,Candles 10pk,Household Essentials,2022-12-22,2023-12-22,0.0,365,130,9,0.0,0.0,121,732,6588,Jos,Ambient,26.39,Spring,1,Sunny,11,0.1726,0.0692,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0008,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV041532,Okra 500g,Fresh & Perishable,2023-02-20,2023-02-27,0.0,7,130,104,0.0,0.0,26,692,71968,Lagos,Refrigerated,146.16,Spring,0,Snowy,15,104.0,0.8,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S002,P0012,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV007864,Always Pads 14pk,Personal Care,2022-03-20,2023-03-20,0.0,365,130,121,0.0,1.0,10,1534,185614,Port Harcourt,Ambient,155.8,Spring,0,Snowy,16,2.3205,0.9308,0.0,1.0,0.0,0.0,Low,Moderate,High,No,S004,P0004,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV025544,Olive Oil 500ml,Cooking Oils & Fats,2022-09-13,2024-09-12,0.0,730,130,90,0.0,1.0,41,13326,1199340,Aba,Ambient,174.21,Spring,0,Rainy,9,0.863,0.6923,0.0,1.0,0.0,0.0,Medium,Slow,Medium,No,S003,P0004,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV070436,Sponge 3pk,Household Essentials,2023-12-06,2024-03-05,0.0,90,130,98,1.0,0.0,31,677,66346,Lagos,Ambient,198.22,Spring,1,Cloudy,10,7.6222,0.7538,0.0077,1.0,0.0,0.0,Expired,Fast,High,No,S002,P0016,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
